qid	mention	entity	set_id
yahoo-292_1	taylor lautner	<dbpedia:Taylor_Lautner>	0
yahoo-293_1	bbva compass	<dbpedia:BBVA_Compass>	0
yahoo-293_2	www.cpsenergy.com	<dbpedia:CPS_Energy>	0
yahoo-294_1	msft	<dbpedia:Microsoft>	0
yahoo-294_2	aa	<dbpedia:Alcoholics_Anonymous>	0
yahoo-295_1	yahoomusic.com	<dbpedia:Yahoo!_Music>	0
yahoo-298_1	lowes.com	<dbpedia:Lowe's>	0
yahoo-298_2	lowes	<dbpedia:Lowe's>	0
yahoo-29_2	bbt	<dbpedia:BB&T>	0
yahoo-29_6	youtube	<dbpedia:YouTube>	0
yahoo-300_1	romania	<dbpedia:Romania>	0
yahoo-300_3	red giant	<dbpedia:Red_Giant_Software>	0
yahoo-303_1	stagestores.com	<dbpedia:Stage_Stores_Inc.>	0
yahoo-305_1	arsenal	<dbpedia:Arsenal_F.C.>	0
yahoo-305_3	english premier league	<dbpedia:Premier_League>	0
yahoo-307_2	wal mart	<dbpedia:Walmart>	0
yahoo-308_1	mediacom cable	<dbpedia:Mediacom>	0
yahoo-308_2	first source bank	<dbpedia:1st_Source>	0
yahoo-308_3	ford	<dbpedia:Ford_Motor_Company>	0
yahoo-309_1	www.youtube.com	<dbpedia:YouTube>	0
yahoo-310_2	ebay	<dbpedia:EBay>	0
yahoo-311_2	autotrader	<dbpedia:AutoTrader.com>	0
yahoo-311_4	costco	<dbpedia:Costco>	0
yahoo-311_5	target	<dbpedia:Target_Corporation>	0
yahoo-312_1	brett michaels	<dbpedia:Bret_Michaels>	0
yahoo-313_1	hulu	<dbpedia:Hulu>	0
yahoo-315_1	bon jovi's	<dbpedia:Bon_Jovi>	0
yahoo-319_1	black friday	<dbpedia:Black_Friday_(shopping)>	0
yahoo-319_1	ipad 2	<dbpedia:IPad_2>	0
yahoo-321_1	pinterest	<dbpedia:Pinterest>	0
yahoo-321_3	yellow pages	<dbpedia:Yellow_pages>	0
yahoo-321_5	hamilton beach	<dbpedia:Hamilton_Beach_Brands>	0
yahoo-321_7	vermontville	<dbpedia:Vermontville,_Michigan>	0
yahoo-321_8	the vermont country store	<dbpedia:Vermont_Country_Store>	0
yahoo-322_2	adele	<dbpedia:Adele>	0
yahoo-322_3	adventure time	<dbpedia:Adventure_Time>	0
yahoo-322_4	adventure time	<dbpedia:Adventure_Time>	0
yahoo-322_5	rule 34	<dbpedia:Rule_34_(novel)>	0
yahoo-323_1	giant eagle	<dbpedia:Giant_Eagle>	0
yahoo-324_1	charter	<dbpedia:Charter_Communications>	0
yahoo-325_1	michael jordan	<dbpedia:Michael_Jordan>	0
yahoo-325_2	kanye west	<dbpedia:Kanye_West>	0
yahoo-327_1	w l weller	<dbpedia:W._L._Weller>	0
yahoo-327_2	youtube.com	<dbpedia:YouTube>	0
yahoo-327_3	queen latifah	<dbpedia:Queen_Latifah>	0
yahoo-327_4	ovguide	<dbpedia:OVGuide>	0
yahoo-328_1	infinity dish	<dbpedia:Dish_Network>	0
yahoo-32_1	ford fiesta	<dbpedia:Ford_Fiesta>	0
yahoo-330_1	hu jintao	<dbpedia:Hu_Jintao>	0
yahoo-334_1	ebay.com	<dbpedia:EBay>	0
yahoo-334_2	ups.com	<dbpedia:United_Parcel_Service>	0
yahoo-334_3	coldwater ohio	<dbpedia:Coldwater,_Ohio>	0
yahoo-335_1	windows	<dbpedia:Microsoft_Windows>	0
yahoo-336_2	macho camacho	<dbpedia:Héctor_Camacho>	0
yahoo-336_3	price is right	<dbpedia:The_Price_Is_Right>	0
yahoo-336_4	honey boo boo	<dbpedia:Here_Comes_Honey_Boo_Boo>	0
yahoo-336_5	wanda jackson	<dbpedia:Wanda_Jackson>	0
yahoo-336_9	yahoo!	<dbpedia:Yahoo!>	0
yahoo-33_1	north korea	<dbpedia:North_Korea>	0
yahoo-33_2	maria sharapova	<dbpedia:Maria_Sharapova>	0
yahoo-340_1	jamie grace	<dbpedia:Jamie_Grace>	0
yahoo-340_3	clayton state university	<dbpedia:Clayton_State_University>	0
yahoo-340_4	guy fieri	<dbpedia:Guy_Fieri>	0
yahoo-341_2	mackenzie foy	<dbpedia:Mackenzie_Foy>	0
yahoo-341_3	mackenzie childs	<dbpedia:MacKenzie-Childs>	0
yahoo-341_4	hernando county	<dbpedia:Hernando_County,_Florida>	0
yahoo-341_5	spring hill	<dbpedia:Spring_Hill,_Florida>	0
yahoo-346_1	midwest	<dbpedia:Midwestern_United_States>	0
yahoo-346_1	wonderware	<dbpedia:Wonderware>	0
yahoo-347_1	savemart	<dbpedia:Save_Mart_Supermarkets>	0
yahoo-349_2	denise richards	<dbpedia:Denise_Richards>	0
yahoo-352_2	evan rachel wood	<dbpedia:Evan_Rachel_Wood>	0
yahoo-352_3	pascual perez	<dbpedia:Pascual_Pérez_(baseball)>	0
yahoo-353_1	cinque terre	<dbpedia:Cinque_Terre>	0
yahoo-354_3	camacho	<dbpedia:Héctor_Camacho>	0
yahoo-355_1	twitter	<dbpedia:Twitter>	0
yahoo-357_1	www.facebook.com	<dbpedia:Facebook>	0
yahoo-35_1	amc	<dbpedia:AMC_(TV_channel)>	0
yahoo-35_1	breaking bad	<dbpedia:Breaking_Bad>	0
yahoo-360_1	hayden panettiere	<dbpedia:Hayden_Panettiere>	0
yahoo-360_2	lindsay lohan	<dbpedia:Lindsay_Lohan>	0
yahoo-361_2	wdbj7	<dbpedia:WDBJ>	0
yahoo-361_3	wqut	<dbpedia:WQUT>	0
yahoo-366_1	cate blanchett	<dbpedia:Cate_Blanchett>	0
yahoo-367_1	apple's	<dbpedia:Apple_Inc.>	0
yahoo-370_1	nicholas hoult	<dbpedia:Nicholas_Hoult>	0
yahoo-370_4	philadelphia pa	<dbpedia:Philadelphia>	0
yahoo-370_4	st joseph university	<dbpedia:Saint_Joseph's_University>	0
yahoo-371_1	coldwell banker	<dbpedia:Coldwell_Banker>	0
yahoo-371_4	vibram shoes	<dbpedia:Vibram>	0
yahoo-371_5	ryka shoes	<dbpedia:Rykä>	0
yahoo-371_6	nike	<dbpedia:Nike,_Inc.>	0
yahoo-371_8	big lots	<dbpedia:Big_Lots>	0
yahoo-372_1	africa	<dbpedia:Africa>	0
yahoo-375_1	les miserables	<dbpedia:Les_Misérables>	0
yahoo-375_1	les miserables	<dbpedia:Les_Misérables_(2012_film)>	2
yahoo-375_1	les miserables	<dbpedia:Les_Misérables_(musical)>	1
yahoo-375_2	lamborghini reventon	<dbpedia:Lamborghini_Reventón>	0
yahoo-379_3	climax mine	<dbpedia:Climax_mine>	0
yahoo-379_4	climax mine	<dbpedia:Climax_mine>	0
yahoo-379_4	leadville	<dbpedia:Leadville,_Colorado>	0
yahoo-379_5	google earth	<dbpedia:Google_Earth>	0
yahoo-379_7	bob berg	<dbpedia:Bob_Berg>	0
yahoo-37_1	steve nash	<dbpedia:Steve_Nash>	0
yahoo-37_2	george lucas	<dbpedia:George_Lucas>	0
yahoo-37_3	green day	<dbpedia:Green_Day>	0
yahoo-37_3	twilight	<dbpedia:The_Twilight_Saga:_Breaking_Dawn_–_Part_2>	0
yahoo-380_1	usaa	<dbpedia:USAA>	0
yahoo-382_1	blic	<dbpedia:Blic>	0
yahoo-382_2	kurir	<dbpedia:Kurir>	0
yahoo-383_2	detroit news	<dbpedia:The_Detroit_News>	0
yahoo-384_1	philippine daily inquirer	<dbpedia:Philippine_Daily_Inquirer>	0
yahoo-385_1	dominos pizzas	<dbpedia:Domino's_Pizza>	0
yahoo-385_10	papa johns	<dbpedia:Papa_John's_Pizza>	0
yahoo-385_11	papa johns	<dbpedia:Papa_John's_Pizza>	0
yahoo-385_12	papa johns	<dbpedia:Papa_John's_Pizza>	0
yahoo-385_2	papa john	<dbpedia:Papa_John's_Pizza>	0
yahoo-385_3	papa johns	<dbpedia:Papa_John's_Pizza>	0
yahoo-385_5	papa johns	<dbpedia:Papa_John's_Pizza>	0
yahoo-385_6	papa johns	<dbpedia:Papa_John's_Pizza>	0
yahoo-385_7	papa johns	<dbpedia:Papa_John's_Pizza>	0
yahoo-385_8	papa johns	<dbpedia:Papa_John's_Pizza>	0
yahoo-385_9	papa johns	<dbpedia:Papa_John's_Pizza>	0
yahoo-389_2	cs monitor	<dbpedia:The_Christian_Science_Monitor>	0
yahoo-392_1	samsung	<dbpedia:Samsung>	0
yahoo-393_2	sears	<dbpedia:Sears>	0
yahoo-394_1	carlyle illinois	<dbpedia:Carlyle,_Illinois>	0
yahoo-394_2	google	<dbpedia:Google>	0
yahoo-394_2	youtube	<dbpedia:YouTube>	0
yahoo-395_2	darrell royal	<dbpedia:Darrell_Royal>	0
yahoo-395_3	diane sawyer	<dbpedia:Diane_Sawyer>	0
yahoo-395_5	eva longoria	<dbpedia:Eva_Longoria>	0
yahoo-397_1	www.cnn news	<dbpedia:CNN>	0
yahoo-398_3	clinton	<dbpedia:Hillary_Rodham_Clinton>	0
yahoo-398_4	mayim bialik	<dbpedia:Mayim_Bialik>	0
yahoo-39_1	zig ziglar	<dbpedia:Zig_Ziglar>	0
yahoo-3_1	nordstrom	<dbpedia:Nordstrom>	0
yahoo-400_1	bdubs	<dbpedia:Buffalo_Wild_Wings>	0
yahoo-402_1	downtown san antonio	<dbpedia:Downtown_San_Antonio>	0
yahoo-405_1	cal dmv	<dbpedia:California_Department_of_Motor_Vehicles>	0
yahoo-405_2	eden's edge	<dbpedia:Edens_Edge>	0
yahoo-405_4	nook	<dbpedia:Barnes_&_Noble_Nook>	0
yahoo-405_6	yahoo! news	<dbpedia:Yahoo!_News>	0
yahoo-407_1	bobby hebert	<dbpedia:Bobby_Hebert>	0
yahoo-407_2	loretta swit	<dbpedia:Loretta_Swit>	0
yahoo-407_3	mariano rivera	<dbpedia:Mariano_Rivera>	0
yahoo-409_3	kohls	<dbpedia:Kohl's>	0
yahoo-40_1	jpac	<dbpedia:Joint_POW/MIA_Accounting_Command>	0
yahoo-411_1	charlie sheen	<dbpedia:Charlie_Sheen>	0
yahoo-411_1	lohan	<dbpedia:Lindsay_Lohan>	0
yahoo-413_1	greeley	<dbpedia:Greeley,_Colorado>	0
yahoo-415_1	google translate	<dbpedia:Google_Translate>	0
yahoo-416_1	site	<dbpedia:Website>	0
yahoo-418_2	uis	<dbpedia:University_of_Illinois_at_Springfield>	0
yahoo-420_1	lance armstrong	<dbpedia:Lance_Armstrong>	0
yahoo-422_2	tufts.edu	<dbpedia:Tufts_University>	0
yahoo-425_1	miley cyrus	<dbpedia:Miley_Cyrus>	0
yahoo-425_4	ted nugent	<dbpedia:Ted_Nugent>	0
yahoo-425_5	top gun	<dbpedia:Top_Gun>	0
yahoo-425_6	ellen douglas	<dbpedia:Ellen_Douglas>	0
yahoo-425_9	victoria jackson	<dbpedia:Victoria_Jackson>	0
yahoo-426_4	jcpennys	<dbpedia:J._C._Penney>	0
yahoo-426_5	cavenders	<dbpedia:Cavenders>	0
yahoo-426_6	fat head	<dbpedia:Fathead_(brand)>	0
yahoo-428_1	aol mail login	<dbpedia:AOL_Mail>	0
yahoo-42_1	www.jetairways.com	<dbpedia:Jet_Airways>	0
yahoo-431_1	langham creek high school	<dbpedia:Langham_Creek_High_School>	0
yahoo-432_1	iron sky	<dbpedia:Iron_Sky>	0
yahoo-433_2	selena	<dbpedia:Selena_Gomez>	0
yahoo-435_6	bjork	<dbpedia:Björk>	0
yahoo-436_1	kmart	<dbpedia:Kmart>	0
yahoo-436_4	black Friday	<dbpedia:Black_Friday_(shopping)>	0
yahoo-436_6	walmart	<dbpedia:Walmart>	0
yahoo-436_7	target	<dbpedia:Target_Corporation>	0
yahoo-436_9	walmart	<dbpedia:Walmart>	0
yahoo-439_1	christchurch	<dbpedia:Christchurch>	0
yahoo-43_1	craigslist	<dbpedia:Craigslist>	0
yahoo-43_1	dfw	<dbpedia:Dallas–Fort_Worth_metroplex>	0
yahoo-43_2	craigslist	<dbpedia:Craigslist>	0
yahoo-43_3	yahoo! calendar	<dbpedia:Yahoo!_Calendar>	0
yahoo-43_4	jim durham	<dbpedia:Jim_Durham>	0
yahoo-43_5	luxembourg	<dbpedia:Luxembourg>	0
yahoo-441_1	liverpool news	<dbpedia:Liverpool_Echo>	0
yahoo-441_2	liverpool news	<dbpedia:Liverpool_Echo>	0
yahoo-443_1	ner	<dbpedia:Ner>	0
yahoo-448_1	nbc	<dbpedia:NBC>	0
yahoo-448_2	facebook	<dbpedia:Facebook>	0
yahoo-448_2	yahoo.com	<dbpedia:Yahoo!>	0
yahoo-450_1	you tube	<dbpedia:YouTube>	0
yahoo-452_1	dora	<dbpedia:Dora_the_Explorer>	0
yahoo-454_1	dick clark	<dbpedia:Dick_Clark>	0
yahoo-455_1	davenport lyons	<dbpedia:Davenport_Lyons>	0
yahoo-455_2	bradley cooper	<dbpedia:Bradley_Cooper>	0
yahoo-455_3	copa airlines	<dbpedia:Copa_Airlines>	0
yahoo-455_4	united airlines	<dbpedia:United_Airlines>	0
yahoo-456_3	fargo forum	<dbpedia:The_Forum_of_Fargo-Moorhead>	0
yahoo-456_4	grand forks herald	<dbpedia:Grand_Forks_Herald>	0
yahoo-456_6	billings gazette	<dbpedia:Billings_Gazette>	0
yahoo-458_2	liz claiborne	<dbpedia:Liz_Claiborne>	0
yahoo-458_3	kohl's	<dbpedia:Kohl's>	0
yahoo-458_4	bed bath and beyond	<dbpedia:Bed_Bath_&_Beyond>	0
yahoo-458_6	snopes	<dbpedia:Snopes.com>	0
yahoo-458_8	chase bank	<dbpedia:Chase_(bank)>	0
yahoo-458_9	second reformed church	<dbpedia:Second_Reformed_Dutch_Church_of_Kingston>	0
yahoo-45_1	expedia	<dbpedia:Expedia>	0
yahoo-45_1	orbitz	<dbpedia:Orbitz>	0
yahoo-45_2	aarp	<dbpedia:AARP>	0
yahoo-461_10	south padre island	<dbpedia:South_Padre_Island>	0
yahoo-461_11	south park	<dbpedia:South_Park>	0
yahoo-461_2	porters	<dbpedia:Porter_Hardware>	0
yahoo-461_3	porters hardware	<dbpedia:Porter_Hardware>	0
yahoo-461_6	jennifer lawrence	<dbpedia:Jennifer_Lawrence>	0
yahoo-462_1	perez hilton	<dbpedia:Perez_Hilton>	0
yahoo-462_3	chris brown	<dbpedia:Chris_Brown_(American_entertainer)>	0
yahoo-462_3	rihanna	<dbpedia:Rihanna>	0
yahoo-462_4	monica potter	<dbpedia:Monica_Potter>	0
yahoo-463_1	trans siberian orchestra	<dbpedia:Trans-Siberian_Orchestra>	0
yahoo-463_3	subaru	<dbpedia:Subaru>	0
yahoo-463_4	bass pro shop	<dbpedia:Bass_Pro_Shops>	0
yahoo-465_1	autozone	<dbpedia:AutoZone>	0
yahoo-465_2	autozone locations	<dbpedia:AutoZone>	0
yahoo-466_1	buckhead	<dbpedia:Buckhead_(Atlanta)>	0
yahoo-468_1	branson airport	<dbpedia:Branson_Airport>	0
yahoo-468_2	homedepot	<dbpedia:The_Home_Depot>	0
yahoo-468_3	wal-mart	<dbpedia:Walmart>	0
yahoo-468_4	kindle fire	<dbpedia:Kindle_Fire>	0
yahoo-468_5	bass pro	<dbpedia:Bass_Pro_Shops>	0
yahoo-468_6	cabelas	<dbpedia:Cabela's>	0
yahoo-468_7	wilson leather	<dbpedia:Wilsons_Leather>	0
yahoo-470_4	merrill lynch	<dbpedia:Merrill_Lynch>	0
yahoo-471_1	norfolk county	<dbpedia:Norfolk_County,_Massachusetts>	0
yahoo-474_1	noaa	<dbpedia:National_Oceanic_and_Atmospheric_Administration>	0
yahoo-474_10	yahoo maps	<dbpedia:Yahoo!_Maps>	0
yahoo-474_3	bing	<dbpedia:Bing>	0
yahoo-474_5	mapquest	<dbpedia:MapQuest>	0
yahoo-474_6	mapquest	<dbpedia:MapQuest>	0
yahoo-474_6	yahoo	<dbpedia:Yahoo!>	0
yahoo-474_7	mapquest	<dbpedia:MapQuest>	0
yahoo-474_7	yahoo	<dbpedia:Yahoo!>	0
yahoo-474_8	mapquest	<dbpedia:MapQuest>	0
yahoo-474_8	yahoo	<dbpedia:Yahoo!>	0
yahoo-475_2	qvc	<dbpedia:QVC>	0
yahoo-475_3	pittsburgh paints	<dbpedia:PPG_Industries>	0
yahoo-475_4	mohawk	<dbpedia:Mohawk_Industries>	0
yahoo-479_3	emily squires	<dbpedia:Emily_Squires>	0
yahoo-47_1	la grange	<dbpedia:La_Grange,_Texas>	0
yahoo-47_2	la grange tx	<dbpedia:La_Grange,_Texas>	0
yahoo-47_3	la grange tx	<dbpedia:La_Grange,_Texas>	0
yahoo-482_1	area code 309	<dbpedia:Area_code_309>	0
yahoo-482_1	illinois	<dbpedia:Illinois>	0
yahoo-485_2	state of decay	<dbpedia:State_of_Decay_(video_game)>	0
yahoo-486_1	charleston sc	<dbpedia:Charleston,_South_Carolina>	0
yahoo-487_1	www.nakedjuice.com	<dbpedia:Naked_Juice>	0
yahoo-490_1	kalamazoo mi	<dbpedia:Kalamazoo,_Michigan>	0
yahoo-490_2	portage	<dbpedia:Portage,_Michigan>	0
yahoo-490_2	ymca	<dbpedia:YMCA>	0
yahoo-490_3	grand rapids	<dbpedia:Grand_Rapids,_Michigan>	0
yahoo-490_4	jw marriott grand rapids	<dbpedia:JW_Marriott_Grand_Rapids>	0
yahoo-490_5	kalamazoo	<dbpedia:Kalamazoo,_Michigan>	0
yahoo-490_6	bruno mars	<dbpedia:Bruno_Mars>	0
yahoo-490_7	all recipes	<dbpedia:Allrecipes.com>	0
yahoo-490_8	all recipes	<dbpedia:Allrecipes.com>	0
yahoo-490_9	lumineers	<dbpedia:The_Lumineers>	0
yahoo-491_1	king of new york	<dbpedia:King_of_New_York>	0
yahoo-491_10	moonshiners tv show	<dbpedia:Moonshiners_(TV_series)>	0
yahoo-491_2	game of thrones	<dbpedia:Game_of_Thrones>	0
yahoo-491_3	game of thrones season 3	<dbpedia:Game_of_Thrones_(season_3)>	0
yahoo-491_5	gregg allman	<dbpedia:Gregg_Allman>	0
yahoo-491_6	lake hope state park	<dbpedia:Lake_Hope_State_Park>	0
yahoo-491_7	flipping out	<dbpedia:Flipping_Out>	0
yahoo-491_8	flipping out	<dbpedia:Flipping_Out>	0
yahoo-491_9	moonshiners tv show	<dbpedia:Moonshiners_(TV_series)>	0
yahoo-492_1	ea	<dbpedia:Electronic_Arts>	0
yahoo-492_1	ncaa football	<dbpedia:NCAA_Football_series>	0
yahoo-492_2	perfect pitch	<dbpedia:Pitch_Perfect>	0
yahoo-492_3	superman	<dbpedia:Superman_(TV_series)>	0
yahoo-492_4	dean cain	<dbpedia:Dean_Cain>	0
yahoo-492_5	atlanta zoo	<dbpedia:Zoo_Atlanta>	0
yahoo-492_6	mark sanchez	<dbpedia:Mark_Sanchez>	0
yahoo-492_7	mark sanchez	<dbpedia:Mark_Sanchez>	0
yahoo-493_1	ryan gosling	<dbpedia:Ryan_Gosling>	0
yahoo-493_10	nfl	<dbpedia:National_Football_League>	0
yahoo-493_11	ohio state	<dbpedia:Ohio_State_University>	0
yahoo-493_12	okcupid	<dbpedia:OkCupid>	0
yahoo-493_13	collegeboard	<dbpedia:College_Board>	0
yahoo-493_14	sarah jessica parker	<dbpedia:Sarah_Jessica_Parker>	0
yahoo-493_15	milan lucic	<dbpedia:Milan_Lucic>	0
yahoo-493_16	milan lucic	<dbpedia:Milan_Lucic>	0
yahoo-493_17	carolina panthers	<dbpedia:Carolina_Panthers>	0
yahoo-493_18	charlotte nc	<dbpedia:Charlotte,_North_Carolina>	0
yahoo-493_19	timeflies	<dbpedia:Timeflies>	0
yahoo-493_2	channing tatum	<dbpedia:Channing_Tatum>	0
yahoo-493_20	facebook	<dbpedia:Facebook>	0
yahoo-493_3	channing tatum	<dbpedia:Channing_Tatum>	0
yahoo-493_4	ryan gosling	<dbpedia:Ryan_Gosling>	0
yahoo-493_5	ryan reynolds	<dbpedia:Ryan_Reynolds>	0
yahoo-493_6	ryan reynolds	<dbpedia:Ryan_Reynolds>	0
yahoo-493_8	entourage	<dbpedia:Entourage_(TV_series)>	0
yahoo-493_9	cascada	<dbpedia:Cascada>	0
yahoo-494_1	portland	<dbpedia:Portland,_Oregon>	0
yahoo-494_10	crate and barrel	<dbpedia:Crate_&_Barrel>	0
yahoo-494_2	nashville	<dbpedia:Nashville_(2012_TV_series)>	0
yahoo-494_3	connie britton	<dbpedia:Connie_Britton>	0
yahoo-494_4	abc.com	<dbpedia:American_Broadcasting_Company>	0
yahoo-494_6	amanda bynes	<dbpedia:Amanda_Bynes>	0
yahoo-494_7	portland	<dbpedia:Portland,_Oregon>	0
yahoo-495_10	nashville	<dbpedia:Nashville,_Tennessee>	0
yahoo-495_12	miley cyrus	<dbpedia:Miley_Cyrus>	0
yahoo-495_13	nashville	<dbpedia:Nashville,_Tennessee>	0
yahoo-495_14	nashville	<dbpedia:Nashville,_Tennessee>	0
yahoo-495_2	nashville	<dbpedia:Nashville,_Tennessee>	0
yahoo-495_2	thrift stores	<dbpedia:Charity_shop>	0
yahoo-495_3	goodwill	<dbpedia:Goodwill_Industries>	0
yahoo-495_3	nashville	<dbpedia:Nashville,_Tennessee>	0
yahoo-495_4	nashville	<dbpedia:Nashville,_Tennessee>	0
yahoo-495_6	nashville	<dbpedia:Nashville,_Tennessee>	0
yahoo-495_8	nikki moore	<dbpedia:Nikki_Danielle_Moore>	0
yahoo-496_2	century theaters	<dbpedia:Century_Theatres>	0
yahoo-496_3	century theaters	<dbpedia:Century_Theatres>	0
yahoo-496_3	san francisco	<dbpedia:San_Francisco>	0
yahoo-496_4	san francisco	<dbpedia:San_Francisco>	0
yahoo-498_1	rotten tomatoes	<dbpedia:Rotten_Tomatoes>	0
yahoo-499_1	the bachelor	<dbpedia:The_Bachelor_(U.S._TV_series)>	0
yahoo-499_2	the east	<dbpedia:The_East_(film)>	0
yahoo-499_4	tool	<dbpedia:Tool_(band)>	0
yahoo-499_5	steve guttenberg	<dbpedia:Steve_Guttenberg>	0
yahoo-499_6	redbox	<dbpedia:Redbox>	0
yahoo-499_7	caddo lake	<dbpedia:Caddo_Lake>	0
yahoo-499_7	texas	<dbpedia:Texas>	0
yahoo-4_1	reverbnation	<dbpedia:ReverbNation>	0
yahoo-500_1	salem nh	<dbpedia:Salem,_New_Hampshire>	0
yahoo-500_2	white house down	<dbpedia:White_House_Down>	0
yahoo-500_3	loews theater	<dbpedia:Loews_Cineplex_Entertainment>	0
yahoo-500_3	methuen ma	<dbpedia:Methuen,_Massachusetts>	0
yahoo-500_4	lawrence	<dbpedia:Lawrence,_Massachusetts>	0
yahoo-500_5	lawrence ma	<dbpedia:Lawrence,_Massachusetts>	0
yahoo-501_1	lean cuisine	<dbpedia:Lean_Cuisine>	0
yahoo-501_11	the bling ring	<dbpedia:The_Bling_Ring>	0
yahoo-501_14	gnc	<dbpedia:GNC_(store)>	0
yahoo-501_15	netflix	<dbpedia:Netflix>	0
yahoo-501_16	movie phone	<dbpedia:Moviefone>	0
yahoo-501_6	paula deen	<dbpedia:Paula_Deen>	0
yahoo-501_7	girl with the dragon tattoo	<dbpedia:The_Girl_with_the_Dragon_Tattoo_(2011_film)>	0
yahoo-501_8	rooney mara	<dbpedia:Rooney_Mara>	0
yahoo-501_9	the voice 2013	<dbpedia:The_Voice_(U.S._season_4)>	0
yahoo-502_1	clearview cinema	<dbpedia:Clearview_Cinemas>	0
yahoo-502_1	morristown	<dbpedia:Morristown,_New_Jersey>	0
yahoo-502_10	chelsea	<dbpedia:Chelsea_F.C.>	0
yahoo-502_10	fernando torres	<dbpedia:Fernando_Torres>	0
yahoo-502_11	fernando torres	<dbpedia:Fernando_Torres>	0
yahoo-502_12	michael essien	<dbpedia:Michael_Essien>	0
yahoo-502_13	modric	<dbpedia:Luka_Modrić>	0
yahoo-502_15	david beckham	<dbpedia:David_Beckham>	0
yahoo-502_16	jack wilshere	<dbpedia:Jack_Wilshere>	0
yahoo-502_17	theo walcott	<dbpedia:Theo_Walcott>	0
yahoo-502_19	tainio	<dbpedia:Teemu_Tainio>	0
yahoo-502_2	madison	<dbpedia:Madison,_New_Jersey>	0
yahoo-502_3	madison nj	<dbpedia:Madison,_New_Jersey>	0
yahoo-502_4	msn	<dbpedia:MSN>	0
yahoo-502_5	gmc	<dbpedia:GMC_(automobile)>	0
yahoo-502_6	didier drogba	<dbpedia:Didier_Drogba>	0
yahoo-502_7	neymar	<dbpedia:Neymar>	0
yahoo-502_8	santos soccer club	<dbpedia:Santos_FC>	0
yahoo-502_9	wikipedia	<dbpedia:Wikipedia>	0
yahoo-503_1	sodexo	<dbpedia:Sodexo>	0
yahoo-503_2	subaru forester	<dbpedia:Subaru_Forester>	0
yahoo-503_3	houstonzoo.org	<dbpedia:Houston_Zoo>	0
yahoo-503_4	yahoo finance	<dbpedia:Yahoo!_Finance>	0
yahoo-504_3	inside out	<dbpedia:Inside_Out_(2011_film)>	0
yahoo-505_1	carmike cinemas	<dbpedia:Carmike_Cinemas>	0
yahoo-506_1	ed begley jr	<dbpedia:Ed_Begley,_Jr.>	0
yahoo-507_1	little rascals	<dbpedia:The_Little_Rascals_(film)>	0
yahoo-507_2	comadre	<dbpedia:Comadre_(band)>	0
yahoo-507_23	long beach	<dbpedia:Long_Beach,_California>	0
yahoo-507_24	gmail	<dbpedia:Gmail>	0
yahoo-507_5	angeles national forest	<dbpedia:Angeles_National_Forest>	0
yahoo-508_3	under the dome	<dbpedia:Under_the_Dome_(TV_series)>	0
yahoo-508_4	goodwin games	<dbpedia:The_Goodwin_Games>	0
yahoo-508_5	diamantopoulos	<dbpedia:Chris_Diamantopoulos>	0
yahoo-508_6	into the woods	<dbpedia:Into_the_Woods>	0
yahoo-508_7	jackson hurst	<dbpedia:Jackson_Hurst>	0
yahoo-509_1	775 area code	<dbpedia:Area_code_775>	0
yahoo-509_3	anthony	<dbpedia:Anthony,_Texas>	0
yahoo-509_3	wet n wild	<dbpedia:Wet_N'_Wild_Waterworld>	0
yahoo-509_4	el paso	<dbpedia:El_Paso,_Texas>	0
yahoo-509_5	el paso	<dbpedia:El_Paso,_Texas>	0
yahoo-510_1	glock	<dbpedia:Glock>	0
yahoo-510_16	hautelook	<dbpedia:HauteLook>	0
yahoo-510_17	expedia	<dbpedia:Expedia>	0
yahoo-510_19	disney store	<dbpedia:Disney_Store>	0
yahoo-510_20	sephora	<dbpedia:Sephora>	0
yahoo-510_4	sirius xm	<dbpedia:Sirius_XM_Radio>	0
yahoo-510_6	paypal	<dbpedia:PayPal>	0
yahoo-510_7	burger king	<dbpedia:Burger_King>	0
yahoo-510_8	victoria s secret	<dbpedia:Victoria's_Secret>	0
yahoo-511_1	google images	<dbpedia:Google_Images>	0
yahoo-511_3	moviefone	<dbpedia:Moviefone>	0
yahoo-512_1	lancaster	<dbpedia:Lancaster,_California>	0
yahoo-512_2	lancaster ca	<dbpedia:Lancaster,_California>	0
yahoo-513_1	target stores	<dbpedia:Target_Corporation>	0
yahoo-513_2	roku	<dbpedia:Roku>	0
yahoo-513_3	amc	<dbpedia:AMC_Theatres>	0
yahoo-513_4	man of steel	<dbpedia:Man_of_Steel_(film)>	0
yahoo-513_5	man of steel shirtless	<dbpedia:Man_of_Steel_(film)>	0
yahoo-514_1	la criada bien criada	<dbpedia:La_criada_bien_criada>	0
yahoo-515_1	premium rush	<dbpedia:Premium_Rush>	0
yahoo-516_11	gi joe retaliation	<dbpedia:G.I._Joe:_Retaliation>	0
yahoo-516_12	pottery barn	<dbpedia:Pottery_Barn>	0
yahoo-516_13	gymboree	<dbpedia:Gymboree>	0
yahoo-516_14	gymboree	<dbpedia:Gymboree>	0
yahoo-516_15	boh.com	<dbpedia:Bank_of_Hawaii>	0
yahoo-516_16	wells fargo	<dbpedia:Wells_Fargo>	0
